Award Date,Quarter and Fiscal Year,Commodity Category,Contract Description,WBG Organization,Selection Number,Supplier,Supplier Country,Supplier Country Code,Contract Award Amount,Fund Source,VPU description
05/27/2015 12:00:00 AM,Q4 - FY15,CONSULTING,(Inst.Health Metrics & Evaluation-UW) GB,IBRD,1183619,University of Washington,USA,US,499905.00,WBG,"GP- CCSA, Vice Presidency"
04/09/2015 12:00:00 AM,Q4 - FY15,TRAINING,EITI International Secretariat,IBRD,,Extractive Industries Transparency,Norway,NO,300000.00,Trust Fund,"GP- CCSA, Vice Presidency"
06/26/2015 12:00:00 AM,Q4 - FY15,MEDICAL,Vaccines and Pharmaceuticals procurement,IBRD,15-0562,IMRES,Netherlands,NL,300000.00,,Human Resources Development VP
06/22/2015 12:00:00 AM,Q4 - FY15,TELECOMMUNICATIONS,Geo BGAN AYCE PLAN,IBRD,,I-LINX LLC,USA,US,912140.40,WBG,Information and Technology Solutions
06/29/2015 12:00:00 AM,Q4 - FY15,RESEARCH AND ADVISORY SERVICE,Gartner for IT ,IBRD,,"Gartner , Inc.",USA,US,596860.00,WBG,Information and Technology Solutions
05/22/2015 12:00:00 AM,Q4 - FY15,CONSULTING,Social Enterprises Ecosystem Diagnostic,IBRD,1182251,CONFEDERATION OF DANISH INDUSTRIES,Denmark,DK,299720.00,WBG,"Leadership, Learning & Innovation, Vice Presidency"
04/10/2015 12:00:00 AM,Q4 - FY15,CONSULTING,Collaborative Leadership Team-Building,IBRD,,Indiggo Associates,USA,US,628440.00,WBG,"Leadership, Learning & Innovation, Vice Presidency"
06/04/2015 12:00:00 AM,Q4 - FY15,CONSULTING,Review of MIGA's Pricing Mechanics,IBRD,1178450,"Oliver Wyman, Inc.",USA,US,823925.00,WBG,MIGA
04/14/2015 12:00:00 AM,Q4 - FY15,CONSULTING,Bankers and SMEs Development and Financi,IBRD,1177916,Egyptian Banking Institute,Egypt,EG,696525.00,Trust Fund,Middle East and North America
04/06/2015 12:00:00 AM,Q4 - FY15,CONSULTING,EBC DOI Project,IBRD,15-0214,Deloitte LLP,USA,US,,,Office of Ethics and Business Conduct
05/11/2015 12:00:00 AM,Q4 - FY15,CONSULTING,Global IT Support Services,IBRD,15-0048,HCL America Inc.,USA,US,24376920.25,,Information and Technology Solutions
06/05/2015 12:00:00 AM,Q4 - FY15,SOFTWARE,Software development,IBRD,15-0037,Everis USA Inc,USA,US,780000.00,,"GP- CCSA, Vice Presidency"
05/07/2015 12:00:00 AM,Q4 - FY15,CONSULTING,EBC DOI Project,IBRD,15-0214,PricewaterhouseCoopers LLP,USA,US,,,Office of Ethics and Business Conduct
05/27/2015 12:00:00 AM,Q4 - FY15,MISCELANEOUS,Recruitement Advertising Service,IBRD,15-0427,Terra Firma Associates,USA,US,900000.00,,Human Resources Development VP
05/28/2015 12:00:00 AM,Q4 - FY15,MISCELANEOUS,Recruitement Advertising Service,IBRD,15-0427,ThirtyThree Limited,USA,US,900000.00,,Human Resources Development VP
06/01/2015 12:00:00 AM,Q4 - FY15,CONSULTING,Assessment Center,IBRD,14-0128,SHL US Inc,USA,US,250000.00,,Human Resources Development VP
06/25/2015 12:00:00 AM,Q4 - FY15,SOFTWARE,Software Development,IBRD,15-0037,Everis Colombia Ltda,USA,US,765000.00,,"GP- CCSA, Vice Presidency"
06/25/2015 12:00:00 AM,Q4 - FY15,IT HARDWARE,Network Forensic Devices,IBRD,15-0275,Emulex Corporation,USA,US,790000.00,,Information and Technology Solutions
06/30/2015 12:00:00 AM,Q4 - FY15,CONSULTING,Strategic Basin Planning Ganga R,IBRD,1180292,Deltares,USA,US,3593906.00,Trust Fund,"GP- CCSA, Vice Presidency"
06/29/2015 12:00:00 AM,Q4 - FY15,CONSULTING,Lighting Pakistan Consumer Aware,IFC,1175129,Helium (Pvt) Ltd,USA,US,1350276.00,Trust Fund,"Global Client Services, Office of the Vice President"
06/30/2015 12:00:00 AM,Q4 - FY15,CONSULTING,LLIVP Strategic Support,IBRD,16-0007,GivingWorks,USA,US,2211690.00,,"Leadership, Learning & Innovation, Vice Presidency"
06/30/2015 12:00:00 AM,Q4 - FY15,CONSULTING,National Strategy for Maritime P,IBRD,1178251,ICF Consulting Services (Hong,USA,US,1062660.00,Trust Fund,"GP- CCSA, Vice Presidency"
06/30/2015 12:00:00 AM,Q4 - FY15,CONSULTING,Engineering Consultants for PPP,IFC,1163760,Vetec Engenharia Ltda,USA,US,1223451.69,Trust Fund,"Global Client Services, Office of the Vice President"
04/21/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Malawi Longitudinal Data Collection Survey: Year 1,IBRD,1216888,Wadonda Consult,Malawi,MW,330000.00,WBG,HD Practice Group
06/28/2016 12:00:00 AM,Q4 - FY16,SOFTWARE,Cvent Cloud Event Services,IBRD,16-0267,"CVENT, INC",USA,US,,WBG,General Services
05/13/2016 12:00:00 AM,Q4 - FY16,CONSULTING,SECCO-GLOBAL CASH CARD,IBRD,16-0466,"Global Cash Card, Inc",USA,US,350000.00,WBG,Corporate Secretariat
06/02/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Syndicated Loan Ratings Services ,IFC1,SS,Moody's Investors Service,USA,US,615000.00,WBG IFC,Treasury & Syndication 
06/22/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Gartner Subscription Technology Research and Advisory Services ,IBRD,,"Gartner , Inc.",USA,US,570389.00,WBG,WBG Office of CIO
04/04/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Consulting services to support the establishment of a national electricity market in Albania,IFC1,1211770,Nord Pool Consulting AS,Norway,NO,433000.00,Trust Fund,Global Client Services
04/04/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Indonesian National Single Window Support Program,BID1,1208802,Project Management Limited,Ireland,IE,299565.60,Trust Fund,EFI Practice Group
04/14/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Pakistan: Technical Assistance to Benazir Income Support Program in the First Phase of the Update of the National Socio-Economic Registry and Support for the Education Conditional Cash Transfer,IBRD,1209973,Ayala Consulting Corporation,USA,US,673540.00,Trust Fund,HD Practice Group
04/25/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Global Facility on Growth for Development - Analytical and Advisory Services to GFGD Projects,IBRD,1216065,Korea Development Institute (KDI),Korea,KR,360000.00,Trust Fund,EFI Practice Group
04/29/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Experiment for Improvement of Poverty Measurement,IBRD,1215695,GENERAL STATISTICS OFFICE,Vietnam,VN,287107.00,WBG,EFI Practice Group
04/29/2016 12:00:00 AM,Q4 - FY16,CONSULTING,"School Eye Health Research Project: Understanding the current situation on the levels of vision impairment, uncorrected refractive error and the barriers to uptake of spectacles in children",IBRD,1217046,Brien Holden Vision Institute Found,Australia,AU,499407.00,Trust Fund,HD Practice Group
05/01/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Building the Government Architecture for Digitizing Government Payments in Bangladesh,IBRD,1209315,PricewaterhouseCoopers Pvt Ltd.,India,IN,587191.00,WBG,EFI Practice Group
05/06/2016 12:00:00 AM,Q4 - FY16,CONSULTING,"Design, Impact Evaluation and Scientific Oversight of Multi-Country Experiment on Livelihood Activities for Social Protection Programs in the Sahel",IBRD,1212571,Innovations for Poverty Action,USA,US,495178.00,WBG,HD Practice Group
05/11/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Consultancy assignment for the Probabilistic Seismic Hazard Assessment for the Republic of Armenia,IBRD,1209317,AIR Worldwide Corporation,USA,US,275300.00,Trust Fund,SD Practice Group
05/20/2016 12:00:00 AM,Q4 - FY16,CONSULTING,CAF Manufacturing Sector Mapping,IFC,1214888,Sagaci Research,Hong Kong SAR,HK,297100.00,WBG,Global Client Services
05/23/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Baseline Data Collection for Community Performance Based Financing (CPBF) Impact Evaluation,IBRD,1196766,Innovations for Poverty Action,USA,US,384511.00,Trust Fund,HD Practice Group
05/26/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Definition of Business and Technical Requirements for the Regional Tax Administration Information Systems.,IBRD,1217056,Price Waterhouse Coopers Tax & Advisory Services ,Jamaica,JM,797703.90,Trust Fund,EFI Practice Group
05/26/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Scaling up Power Transmission in Africa,IBRD,1213729,Castalia Ltd,New Zealand,NZ,399950.00,Trust Fund,SD Practice Group
06/03/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Supply chains development and Capacity building on Sanitation,IBRD,1207763,SNV Netherlands Development Organis,Netherlands,NL,455864.75,Trust Fund,SD Practice Group
06/07/2016 12:00:00 AM,Q4 - FY16,CONSULTING,CONCENTRATED SOLAR POWER (CSP) 2016 REVIEW,IBRD,1210394,Solar Technology Advisors,Spain,ES,299500.00,Trust Fund,SD Practice Group
06/09/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Roadmap for Designing an Effective EWS and Strengthening Hydromet Services in Afghanistan,IBRD,1214977,Water for Life Solutions LLC,USA,US,539724.75,Trust Fund,WBG Climate Change
06/09/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Technical Assistance for implementation of Incremental Learning under the ICDS Systems Strengthening and Nutrition Improvement Project (ISSNIP),BIN1,1218201,CARE India Solutions for Sustainabl,India,IN,483064.53,Trust Fund,HD Practice Group
06/17/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Frontier Agents: Identifying Frontiers of Digital Financial Services in Tanzania,IBRD,1217864,Flowminder Foundation,Sweden,SE,300000.00,Trust Fund,EFI Practice Group
06/23/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Consultancy to Strengthen Public Investment Management Systems in Zimbabwe,IBRD,1214624,CAMBRIDGE RESOURCES INTERNATIONAL,USA,US,286164.00,Trust Fund,EFI Practice Group
06/28/2016 12:00:00 AM,Q4 - FY16,CONSULTING,"CONTRACT FARMING FOR POMEGRANATES SUPPLY TO AGRIBUSINESS PROCESSING FIRM IN KABUL, AFGHANISTAN",IFC1,1211270,Roots of Peace,USA,US,349623.00,Trust Fund,Global Client Services
06/29/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Assessment of the financial sustainability of the water supply and sanitation (WSS) sector in Haiti,IBRD,1213002,IREEDD,France,FR,280788.00,Trust Fund,SD Practice Group
06/30/2016 12:00:00 AM,Q4 - FY16,CONSULTING,"Support to the Hydropower Sector in Bhutan, Provision of Guidelines and Capacity Building",IBRD,1221022,ÅF-Industry AB,Sweden,SE,536430.00,Trust Fund,SD Practice Group
04/12/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Joint Flood Forecasting and Management in Sava River Basin,IBRD,1175353,Deltares Company ,Netherlands,NL,1403305.10,Trust Fund,SD Practice Group
05/05/2016 12:00:00 AM,Q4 - FY16,MISCELLANEOUS SRVCS,Data breach monitoring services,IBRD,SS,CSIdentity Corporation,USA,US,500000.00,WBG,Office of the WBG HR VP
06/16/2016 12:00:00 AM,Q4 - FY16,AUDIO VISUAL,ANNUAL MEETING PLENARY SESSION AT DAR,IBRD,17-0015,"Audio Visual Services Group, Inc.",USA,US,930492.00,WBG,Corporate Secretariat
05/17/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Strengthening DRM in Mozambique,IBRD,1217196,World Vision International - Mozambique,Mozambique,MZ,522278.00,Trust Fund,SD Practice Group
05/19/2016 12:00:00 AM,Q4 - FY16,CONSULTING,GTC13: Can International Value Chains Drive Transformational Productivity Growth in Africa?,IBRD,1218277,Research Solutions Africa,Kenya,KE,292369.00,WBG,EFI Practice Group
04/28/2016 12:00:00 AM,Q4 - FY16,IT HARDWARE,ORACLE SUN SERVERS (FUJITSU),IBRD,16-0413,Seeds of Genius Corp.,USA,US,379757.16,WBG,Information and Technology Solutions
05/13/2016 12:00:00 AM,Q4 - FY16,MEDICAL,VACCINES AND PHARMACEUTICALS FOR TRAVEL,IBRD,17-0004,IMRES,Netherlands,NL,450000.00,WBG,Human Resources
06/03/2016 12:00:00 AM,Q4 - FY16,TRAINING,Singapore PPP Training,BSG1,16-0475,President & Fellows of Harvard Coll,USA,US,524050.00,WBG,Global Client Services
06/27/2016 12:00:00 AM,Q4 - FY16,SOFTWARE,1 year Support for F5 viprion ,IBRD,"1413895, 1429840, 1418691, 1416205, 1428453, 1436710,  1440280","CDW Direct, LLC",USA,US,347688.00,WBG,WBG Office of CIO
04/05/2016 12:00:00 AM,Q4 - FY16,CONSULTING,INTERCONNECTION OF THE UNCTAD ASYCUDA TRANSIT MODULES BETWEEN THE CUSTOMS IT SYSTEMS OF BURKINA FASO AND CÔTE DIVOIRE,IBRD,1216131,UNCTAD,Switzerland,CH,300000.00,Trust Fund,EFI Practice Group
04/05/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Gulf Basin Diagnostic Analysis,IBRD,1205162,Deltares,Netherlands,NL,599685.00,WBG,SD Practice Group
04/07/2016 12:00:00 AM,Q4 - FY16,CONSULTING,PPP Options Study for Accelerated and Sustainable NRW reduction for Mombasa and Nairobi,IBRD,1200987,Mott MacDonald Limited,United Kingdom,GB,349795.00,Trust Fund,SD Practice Group
04/12/2016 12:00:00 AM,Q4 - FY16,CONSULTING,"Global Study on Institutional, Policy and Regulatory Incentives to Improve WSS Services",IBRD,1212647,ECONOMIC CONSULTING ASSOCIATES LTD.,United Kingdom,GB,264500.00,Trust Fund,SD Practice Group
04/14/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Technical Secretariat for the Program on Good Practices for Performance-Based Contract in Non-Revenue Water Management,IBRD,1213648,Castalia Ltd,New Zealand,NZ,535365.00,Trust Fund,Public Private Partnership Cross Cutting Solution
04/14/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Annual Fee - Metrics That Matter -  FY17,IBRD,SS-16-0509,Corporate Executive Board,USA,US,260625.00,WBG,Senior Vice President Operations 
04/21/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Nepal Dam Safety,IBRD,1203616,Hatch Ltd.,Canada,CA,395452.00,Trust Fund,SD Practice Group
04/28/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Final Evaluation of the Multi-Donor Trust Fund for Poverty and Social Impact Analysis,IBRD,1207964,Accenture LLP,USA,US,399592.60,Trust Fund,SD Practice Group
04/29/2016 12:00:00 AM,Q4 - FY16,CONSULTING,FUNCATE - Consultoria para mapeamento do desmatamento no Bioma Cerrado para o ano 2015,BBR1,1216692,Fundacao de ciencia aplicacoes e,Brazil,BR,309408.23,Trust Fund,SD Practice Group
05/03/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Legal Consultant - PV Project in Madagascar,IFC1,1210861,Gide Loyrette Nouel,France,FR,350800.00,Trust Fund,Global Client Services
05/03/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Technical Consultant - PV Project in Madagascar,IFC1,1210579,Técnica y Proyectos S.A.,Spain,ES,463280.00,Trust Fund,Global Client Services
05/10/2016 12:00:00 AM,Q4 - FY16,CONSULTING,"PPP Capacity Building for UEMOA - Institution Building (Component 1), Project Preparation (Component 2), and Financing Strategy (Component 3)",IFC1,1201783,NODALIS CONSEIL,France,FR,555911.42,Trust Fund,EFI Practice Group
05/13/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Facilitation service for the Development Partner-Government PSNP4   Joint Review and Implementation Support (JRIS) Missions  2016-2018,IBRD,1211060,Palladium International Ltd,United Kingdom,GB,268915.00,Trust Fund,HD Practice Group
05/17/2016 12:00:00 AM,Q4 - FY16,CONSULTING,RWANDA EDUCATION IE (P4P) DATA COLLECTION AND YEAR 3 AWARDS,IBRD,1219158,Innovations for Poverty Action,USA,US,456109.00,Trust Fund,Development Economics and Chief Economist
05/17/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Saudi Arabia: Provincial Competitiveness Survey and Administrative Data Collection,IBRD,1214756,Nielsen KSA (Dorat Al Sharq Office,Saudi Arabia,SA,564000.00,WBG,EFI Practice Group
05/18/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Capacity Development Support to  Microfinance  Institutions Lending for Improved Rural Sanitation (MILIS) in Bangladesh,BBD1,1210674,NGO Forum for Public Health,Bangladesh,BD,390924.86,Trust Fund,SD Practice Group
05/20/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Savings and Subsidy Linked Housing Finance Product and Program Development,BID1,1204127,PT Deloitte Consulting,Indonesia,ID,359000.00,Trust Fund,East Asia and Pacific
05/23/2016 12:00:00 AM,Q4 - FY16,CONSULTING,TANZANIA SDI,IBRD,1219589,REPOA,Tanzania,TZ,487416.00,WBG,HD Practice Group
05/24/2016 12:00:00 AM,Q4 - FY16,CONSULTING,The Mathematics and Science for Schools in Sub-Saharan Africa (MS4SSA) Initiative,IBRD,1217954,PRINCETON UNIVERSITY,USA,US,250000.00,Trust Fund,HD Practice Group
06/01/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Lao Mineral Governance and Investment Assessment,IBRD,1214456,SNL Financial LC,USA,US,346750.00,WBG,SD Practice Group
06/02/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Transfer Pricing in Mining,IBRD,1219044,University of Western Australia,Australia,AU,250000.00,WBG,SD Practice Group
06/03/2016 12:00:00 AM,Q4 - FY16,CONSULTING,GMS Power Market Development - Assessment Studies and Overall Technical Assistance Coordination,IBRD,1207065,Ricardo-AEA Ltd,United Kingdom,GB,402127.25,Trust Fund,SD Practice Group
06/07/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Vietnam:  Roadmap for Natural Gas Market Development,IBRD,1211198,Intelligent Energy Systems Pty Ltd,Australia,AU,349940.00,Trust Fund,SD Practice Group
06/07/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Indonesia Tobacco Employment Studies,BID1,1216431,"American Cancer Society, Inc.",USA,US,435000.00,Trust Fund,HD Practice Group
06/08/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Tunisia Delivery Unit - Firm for design and establishment,BTN1,1215773,Eurogroup Consulting France,France,FR,360178.17,Trust Fund,EFI Practice Group
06/08/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Uganda Farm & Family Balance Study Baseline Firm contract,IBRD,1218510,Economic Development Initiatives,Tanzania,TZ,260000.00,Trust Fund,Africa
06/09/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Enabling Cross-Border Investments in Broadband Communications Infrastructure in the ECOWAS Region: Missing Links and Infrastructure Sharing Study,IBRD,1216529,Claude de Jacquelot,France,FR,255000.00,Trust Fund,SD Practice Group
06/16/2016 12:00:00 AM,Q4 - FY16,CONSULTING,IRAQ: Structuring of the Gas Value Chain and Gas Marketing,IBRD,1212645,Strategy& (M.E.) LLC,United Arab Emirates,AE,997000.00,WBG,SD Practice Group
06/23/2016 12:00:00 AM,Q4 - FY16,CONSULTING,A Feasibility Study and Capacity Development for Strengthening Disaster Risk Management and Rural Resilience in Cambodia,IBRD,1208945,ICEM Asia Ltd,Vietnam,VN,299771.00,Trust Fund,SD Practice Group
06/24/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Strategic Basin Assessment of Brahmaputra System in Northeast India,IBRD,1201822,Antea Belgium nv,Belgium,BE,999056.00,Trust Fund,SD Practice Group
06/28/2016 12:00:00 AM,Q4 - FY16,CONSULTING,GTF Firm Contract - Regional Capacity Building,IBRD,1221683,Global Tiger Forum,India,IN,330000.00,Trust Fund,SD Practice Group
06/28/2016 12:00:00 AM,Q4 - FY16,CONSULTING,REFORMS TO DEVELOP A MODERN AND EFFICIENT OIL AND GAS SECTOR in EGYPT,IBRD,1221063,Mckinsey & Company LME Ltd,United Arab Emirates,AE,450000.00,WBG,SD Practice Group
06/28/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Global Study on Climate Resilient Water Supply and Sanitation,IBRD,1207576,Mott MacDonald Limited,United Kingdom,GB,631140.00,WBG,SD Practice Group
06/30/2016 12:00:00 AM,Q4 - FY16,CONSULTING,MWETANA Consulting and Technology Group,IFC1,1220581,MWETANA Consulting and Technology,Liberia,LR,252018.00,Trust Fund,EFI Practice Group
04/18/2016 12:00:00 AM,Q4 - FY16,SOFTWARE,DOS MITIGATION SERVICE,IBRD,16-0216,CenturyLink,USA,US,1020000.00,WBG,Information and Technology Solutions
06/01/2016 12:00:00 AM,Q4 - FY16,MISCELLANEOUS SRVCS,"ADMIN. SUPPORT SERVICES, IFC, DUBAI",IBRD,16-0134,Manpower ME LLC,USA,US,600247.48,WBG,Global Client Services
06/02/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Consulting Services for the Establishment and Management of a Somali Small and Medium Enterprise Facility (SMEF),IBRD,1204018,BDO LLP,USA,US,5211500.00,Trust Fund,EFI Practice Group
06/29/2016 12:00:00 AM,Q4 - FY16,CONSULTING,DEVELOPMENT DATA HUB IMPLEMENTATION,IBRD,16-0297,Nucivic Inc,USA,US,700000.00,WBG,Information and Technology Solutions
06/04/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Consulting Services for Establishment and Management of the Somali Business Catalytic Fund,IBRD,1204011,DAI Europe Ltd.,United Kingdom,GB,2450649.00,Trust Fund,EFI Practice Group
06/14/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Project Technical Advisory Services for the Pilot CO2 Storage Project in South Africa,IBRD,1175891,Battelle Memorial Institute,USA,US,2999999.00,Trust Fund,SD Practice Group
06/28/2016 12:00:00 AM,Q4 - FY16,SOFTWARE,VENDOR MANAGEMENT SYSTEM (VMS),IBRD,16-0158,"SAP America, Inc.",USA,US,1125000.00,WBG,Information and Technology Solutions
06/28/2016 12:00:00 AM,Q4 - FY16,SOFTWARE,HOST AEM PLATFORM TO PAAS CLOUD SOLUTION,IBRD,16-0215,Adobe Systems Incorporated,USA,US,3574568.00,WBG,Information and Technology Solutions
06/30/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Engineering Consultancy for Roads Concession,IFC1,1210516,LOGIT ENGENHARIA CONSULTIVA LTDA,Brazil,BR,1217286.25,Trust Fund,Global Client Services
04/01/2016 12:00:00 AM,Q4 - FY16,MISCELLANEOUS SRVCS,"OUTSOURCED MANPOWER SERVICES,  PAKISTAN",IBRD,16-0117,HRSG Outsourcing (PVT) LTD,USA,US,,WBG,General Services
06/22/2016 12:00:00 AM,Q4 - FY16,MISCELLANEOUS SRVCS,Development & EXECUTION OF VARIOUS COMMUNICATION,IBRD,16-0251,Hewitt Associates LLC,USA,US,,WBG,Human Resources
05/20/2016 12:00:00 AM,Q4 - FY16,FREIGHT/MAIL,TRAY ACCUMULATOR FOR THE WORLD BANK HQ,IBRD,16-0397,H.G. MAYBECK COMPANY INC.,USA,US,,WBG,General Services
05/02/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Development & EXECUTION OF VARIOUS COMMUNICATION,IBRD,16-0251,Towers Watson Delaware Inc,USA,US,,WBG,Human Resources
04/25/2016 12:00:00 AM,Q4 - FY16,INFORMATION TECH.,ENTERPRISE FLASH STORAGE,IBRD,16-0082,Datalink Corporation,USA,US,,WBG,Information and Technology Solutions
04/01/2016 12:00:00 AM,Q4 - FY16,TELECOMMUNICATIONS,CISCO ICP TELEPHONY MANAGED SERVICES,IBRD,15-0255,Presidio Networked Solutions LLC,USA,US,,WBG,Information and Technology Solutions
04/20/2016 12:00:00 AM,Q4 - FY16,MISCELLANEOUS SRVCS,GLOBAL TRAVEL MANAGEMENT SERVICES,IBRD,15-0144,BCD Travel USA LLC,USA,US,,WBG,General Services
04/14/2016 12:00:00 AM,Q4 - FY16,MISCELLANEOUS SRVCS,GLOBAL TRAVEL MANAGEMENT SERVICES,IBRD,15-0144,SOTC Travel Services Pvt Ltd,USA,US,,WBG,General Services
06/29/2016 12:00:00 AM,Q4 - FY16,CONSULTING,Solar Resource Management and Mapping ,IBRD,1212855,Solargis s.r.o.,Slovak Republic,SK,,Trust Fund,SD Practice Group
04/29/2016 12:00:00 AM,Q4 - FY16,SOFTWARE,APPDYNAMICS,IBRD,16-0419,"AppDynamics, Inc",USA,US,,WBG,Information and Technology Solutions
04/29/2016 12:00:00 AM,Q4 - FY16,INFORMATION TECH.,HQ Goods,IBRD,na,Presidio Networked Solutions LLC,USA,US,,WBG,WBG office of CIO
04/29/2016 12:00:00 AM,Q4 - FY16,CONSULTING,HQ Services,IBRD,na,Presidio Networked Solutions LLC,USA,US,,WBG,WBG office of CIO
04/29/2016 12:00:00 AM,Q4 - FY16,SOFTWARE,HQ Software License,IBRD,na,Presidio Networked Solutions LLC,USA,US,,WBG,WBG office of CIO
04/12/2016 12:00:00 AM,Q4 - FY16,CONSULTING,DVPT&EXECUTION OF VARIOUS COMMUNICATION,IBRD,16-0251,"BUCK CONSULTANTS, LLC.",USA,US,,WBG,Human Resources
05/02/2016 12:00:00 AM,Q4 - FY16,MISCELLANEOUS SRVCS,GLOBAL TRAVEL MANAGEMENT SERVICES,IBRD,15-0144,GBT Travel Services UK Ltd,USA,US,,WBG,General Services
05/02/2016 12:00:00 AM,Q4 - FY16,MISCELLANEOUS SRVCS,GLOBAL TRAVEL MANAGEMENT SERVICES,IBRD,15-0144,Hogg Robinson Plc,USA,US,,WBG,General Services
04/08/2016 12:00:00 AM,Q4 - FY16,CONSULTING,DVPT&EXECUTION OF VARIOUS COMMUNICATION,IBRD,16-0251,"The Segal Company (Eastern States),",USA,US,,WBG,Human Resources
03/28/2017 12:00:00 AM,Q4 - FY17,CONSULTING,Mriya IFC Security,IFC,7182712,VI2 Partners GmbH,Austria,AT,413402.00,WBG,Risk & Financial Sustainability
04/10/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Western Balkans Support to Foster Infrastructure Sharing,IBRD,1233985,Networld Consulting,Spain,ES,326000.00,Trust Fund ,"VP, SD Practice Group"
04/11/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,"Nicaragua Long-Term Impact Evaluation Follow-up Survey on Households, Youth and Children",IBRD,1230867,CIERUNIC S.A.,Nicaragua,NI,487825.69,Trust Fund ,"VP, EFI Practice Group"
04/14/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Madagascar Impact Evaluation Social Safety Net Project,IBRD,1239542,Behavioral Ideas Lab ideas42,USA,US,281406.00,Trust Fund ,"VP, HD Practice Group"
04/15/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Ethiopia Women Agribusiness Leaders Network (WALN)- Follow up Surveys Data Collection,IBRD,1233559,BST Survey Solutions PLC,Ethiopia,ET,419484.29,Trust Fund ,Africa
04/15/2017 12:00:00 AM,Q4 - FY17,MEDICAL,Population Health Management (PHM) & Onsite Clinic,IBRD,16-0343,U.S. Preventive Medicinie Inc,USA,US,8500000.00,WBG,WBG HR Vice Presidency
04/17/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Mini-Grids a Comparison and Evaluation of Regulatory and Subsidy Systems and Power Purchase Agreements with Follow up Operationalization,IBRD,1225679,Castalia Ltd,New Zealand,NZ,734240.00,Trust Fund ,"VP, SD Practice Group"
04/17/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,Sub Saharan Africa  Assessment of Opportunities for the Energy Use of Agricultural Biomass ,IFC,1234999,COWI A/S,Denmark,DK,286200.00,Trust Fund ,IFC VP Blended Finance & Partnerships
04/20/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,São Tomé and Príncipe Multi-Tier Framework for Energy Access -National Household Survey,IBRD,1233694,CESO CI Internacional S.A.,Portugal,PT,281576.00,Trust Fund ,"VP, SD Practice Group"
04/21/2017 12:00:00 AM,Q4 - FY17,CONTRACT CONSULTANTS,"Kenya Conflict, Crime and Violence Prevention Training (CVPT) Program ",IBRD,1237924,United States International University- Africa,Kenya,KE,258885.00,Trust Fund ,"VP, SD Practice Group"
